Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
108.72	39.85	-13.86	-43.0	31.21	-10.67	0.6	0.64	-0.002	0.0	0.0	0.0	D055_GPS	1.01	1.02
109.8	39.35	-14.7	-42.82	30.57	-10.91	0.58	0.53	-0.003	0.0	0.0	0.0	D056_GPS	0.98	0.88
109.82	38.29	-14.76	-42.96	30.78	-11.06	0.5	0.49	-0.003	0.0	0.0	0.0	D058_GPS	0.87	0.83
107.23	38.48	-13.46	-43.87	30.82	-9.69	0.92	0.7	-0.001	0.0	0.0	0.0	D059_GPS	1.42	1.1
109.43	36.65	-14.11	-42.94	32.0	-11.02	0.53	0.59	-0.003	0.0	0.0	0.0	D061_GPS	0.91	0.96
107.19	36.77	-12.94	-44.18	33.22	-11.14	0.68	0.74	-0.002	0.0	0.0	0.0	D062_GPS	1.11	1.14
107.39	35.29	-12.65	-43.47	33.59	-10.65	0.68	0.61	-0.003	0.0	0.0	0.0	D065_GPS	1.11	0.98
109.0	34.97	-12.97	-44.85	33.89	-12.95	0.68	0.8	-0.003	0.0	0.0	0.0	D066_GPS	1.11	1.22
108.23	34.5	-12.29	-43.39	33.52	-11.53	0.66	0.73	-0.001	0.0	0.0	0.0	D072_GPS	1.09	1.13
107.58	34.43	-13.38	-44.91	33.35	-11.93	0.84	0.84	-0.003	0.0	0.0	0.0	D073_GPS	1.32	1.26
107.38	34.47	-12.04	-44.46	33.86	-11.77	0.82	0.76	-0.003	0.0	0.0	0.0	D074_GPS	1.29	1.17
108.19	34.3	-12.58	-43.57	33.11	-11.82	0.62	0.62	-0.001	0.0	0.0	0.0	D077_GPS	1.03	1.0
108.16	34.11	-12.18	-43.44	33.7	-11.62	0.61	0.62	-0.003	0.0	0.0	0.0	D080_GPS	1.02	1.0
107.64	34.07	-12.38	-44.35	33.93	-10.96	0.98	0.66	-0.011	0.0	0.0	0.0	D081_GPS	1.49	1.05
107.29	34.09	-12.48	-44.14	33.55	-10.85	0.84	0.61	-0.003	0.0	0.0	0.0	D082_GPS	1.32	0.98
106.75	39.92	-13.13	-43.74	31.41	-10.19	0.6	0.6	-0.002	0.0	0.0	0.0	D083_GPS	1.01	0.97
106.81	39.68	-13.29	-43.28	32.41	-10.12	0.84	0.66	-0.01	0.0	0.0	0.0	D084_GPS	1.32	1.05
105.76	39.75	-13.95	-41.69	28.76	-7.61	0.88	0.8	-0.003	0.0	0.0	0.0	D085_GPS	1.37	1.22
106.12	39.03	-13.2	-41.88	31.46	-8.14	0.64	0.59	-0.002	0.0	0.0	0.0	D088_GPS	1.06	0.96
106.48	39.07	-13.2	-43.64	31.34	-10.35	0.7	0.69	-0.002	0.0	0.0	0.0	D089_GPS	1.14	1.08
106.69	38.79	-13.02	-43.97	31.24	-10.12	0.68	0.72	-0.002	0.0	0.0	0.0	D090_GPS	1.11	1.12
106.2	38.74	-12.62	-42.17	32.36	-8.48	0.64	0.72	-0.001	0.0	0.0	0.0	D091_GPS	1.06	1.12
106.56	38.55	-12.88	-44.03	31.85	-10.39	0.79	0.69	-0.002	0.0	0.0	0.0	D093_GPS	1.25	1.08
