Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
92.491	37.259	7.52	5.99	37.08	8.31	1.3	1.1	0.033	0.0	0.0	0.0	AS40_GPS	1.97	1.65
86.309	37.232	7.78	7.93	35.26	12.71	0.79	0.81	0.007	0.0	0.0	0.0	AT03_GPS	1.32	1.29
86.25	36.428	3.86	11.19	32.37	16.93	0.8	0.82	0.043	0.0	0.0	0.0	AT06_GPS	1.33	1.31
86.056	36.253	2.15	11.74	31.18	16.99	0.79	0.81	0.038	0.0	0.0	0.0	AT07_GPS	1.32	1.29
86.119	36.026	5.1	8.73	34.28	13.97	0.79	0.81	0.012	0.0	0.0	0.0	AT08_GPS	1.32	1.29
86.283	35.657	5.17	12.8	35.08	16.43	0.79	0.81	0.011	0.0	0.0	0.0	AT09_GPS	1.32	1.29
86.056	35.853	5.4	12.72	34.48	18.09	0.79	0.81	0.01	0.0	0.0	0.0	AT10_GPS	1.32	1.29
85.646	37.871	-1.25	6.59	28.36	10.79	0.79	0.81	0.023	0.0	0.0	0.0	AT12_GPS	1.32	1.29
85.144	37.057	-2.13	4.61	28.88	13.94	1.7	1.7	0.021	0.0	0.0	0.0	ATUB_GPS	2.45	2.34
120.837	37.789	-0.5	-5.53	28.41	-12.51	0.42	0.32	0.006	0.0	0.0	0.0	B002_GPS	0.79	0.62
120.474	37.646	-0.47	-6.17	28.46	-12.73	0.65	0.5	-0.008	0.0	0.0	0.0	B003_GPS	1.12	0.88
121.326	37.464	-0.57	-5.38	28.37	-12.81	0.44	0.42	-0.005	0.0	0.0	0.0	B004_GPS	0.82	0.76
122.369	37.179	-0.7	-5.02	28.08	-12.63	0.47	0.26	-0.002	0.0	0.0	0.0	B005_GPS	0.87	0.52
121.174	36.758	-0.13	-5.45	28.74	-12.78	0.46	0.42	0.008	0.0	0.0	0.0	B006_GPS	0.85	0.76
120.737	36.981	-0.15	-5.01	28.67	-12.39	0.5	0.38	0.005	0.0	0.0	0.0	B007_GPS	0.91	0.71
120.464	33.165	2.2	-6.11	31.1	-13.02	0.55	0.48	0.001	0.0	0.0	0.0	B009_GPS	0.98	0.85
120.366	32.513	2.26	-5.72	31.13	-12.6	0.6	0.55	-0.002	0.0	0.0	0.0	B010_GPS	1.05	0.95
120.889	31.953	2.45	-6.3	31.1	-13.41	0.73	0.7	-0.136	0.0	0.0	0.0	B011_GPS	1.24	1.15
119.894	31.738	3.34	-4.76	32.2	-11.5	0.7	0.6	-0.015	0.0	0.0	0.0	B012_GPS	1.19	1.02
120.774	31.668	3.01	-5.85	31.82	-12.89	0.6	0.52	-0.001	0.0	0.0	0.0	B013_GPS	1.05	0.91
121.801	31.733	1.85	-5.27	30.42	-12.6	0.8	0.7	0.067	0.0	0.0	0.0	B014_GPS	1.33	1.15
120.569	31.247	3.12	-6.43	31.75	-13.44	0.6	0.52	-0.008	0.0	0.0	0.0	B015_GPS	1.05	0.91
120.205	30.838	2.87	-6.17	31.49	-13.07	0.55	0.34	0.007	0.0	0.0	0.0	B017_GPS	0.98	0.65
122.434	30.741	2.31	-5.57	30.98	-13.13	0.52	0.47	0.008	0.0	0.0	0.0	B019_GPS	0.94	0.84
118.793	37.596	0.24	-5.38	29.54	-11.67	0.65	0.65	0.022	0.0	0.0	0.0	B020_GPS	1.12	1.08
118.081	37.157	2.84	-5.66	31.85	-11.81	0.64	0.54	0.029	0.0	0.0	0.0	B021_GPS	1.11	0.94
118.731	36.9	0.38	-6.01	29.49	-12.45	0.5	0.38	0.001	0.0	0.0	0.0	B022_GPS	0.91	0.71
119.992	37.181	-0.1	-5.3	28.94	-12.13	0.34	0.35	0.006	0.0	0.0	0.0	B023_GPS	0.67	0.66
119.924	36.835	0.11	-5.78	29.07	-12.71	0.39	0.34	0.005	0.0	0.0	0.0	B024_GPS	0.74	0.65
119.029	36.669	0.68	-5.89	29.78	-12.42	0.55	0.55	0.006	0.0	0.0	0.0	B025_GPS	0.98	0.95
118.564	36.501	0.41	-5.74	29.53	-12.12	0.39	0.3	0.012	0.0	0.0	0.0	B026_GPS	0.74	0.58
118.126	36.757	0.78	-5.55	29.86	-11.92	0.5	0.34	0.008	0.0	0.0	0.0	B027_GPS	0.91	0.65
118.158	36.169	0.35	-6.77	29.5	-13.03	0.55	0.55	0.01	0.0	0.0	0.0	B028_GPS	0.98	0.95
119.82	36.39	0.04	-5.83	29.11	-12.69	0.55	0.45	-0.029	0.0	0.0	0.0	B029_GPS	0.98	0.81
119.467	35.989	0.21	-6.02	29.27	-12.61	0.55	0.55	-0.001	0.0	0.0	0.0	B030_GPS	0.98	0.95
119.2	35.765	0.66	-6.12	29.81	-12.66	0.5	0.38	-0.002	0.0	0.0	0.0	B031_GPS	0.91	0.71
118.439	35.539	0.62	-5.92	29.9	-12.39	0.5	0.47	0.01	0.0	0.0	0.0	B032_GPS	0.91	0.84
118.649	35.759	0.92	-6.13	29.87	-12.54	0.5	0.45	0.01	0.0	0.0	0.0	B034_GPS	0.91	0.81
118.851	35.582	0.65	-5.93	29.66	-12.38	0.5	0.43	0.006	0.0	0.0	0.0	B035_GPS	0.91	0.78
119.484	35.481	0.68	-6.25	29.6	-12.92	0.52	0.55	0.008	0.0	0.0	0.0	B036_GPS	0.94	0.95
117.61	35.528	1.47	-6.11	30.48	-12.11	0.6	0.6	0.004	0.0	0.0	0.0	B037_GPS	1.05	1.02
118.909	35.134	0.71	-6.3	29.77	-12.79	0.44	0.48	0.011	0.0	0.0	0.0	B039_GPS	0.82	0.85
119.282	34.587	0.91	-6.38	29.86	-13.17	0.5	0.5	0.009	0.0	0.0	0.0	B040_GPS	0.91	0.88
118.041	34.894	1.12	-6.31	30.27	-12.6	0.5	0.48	0.007	0.0	0.0	0.0	B043_GPS	0.91	0.85
117.698	34.579	1.06	-6.13	30.22	-12.42	0.48	0.5	0.012	0.0	0.0	0.0	B044_GPS	0.88	0.88
117.099	35.082	0.83	-7.57	29.85	-13.49	0.5	0.5	0.014	0.0	0.0	0.0	B045_GPS	0.91	0.88
117.242	34.277	1.42	-5.93	30.47	-12.02	0.44	0.41	0.008	0.0	0.0	0.0	B046_GPS	0.82	0.75
117.926	33.904	1.92	-5.86	30.92	-12.07	0.4	0.48	0.001	0.0	0.0	0.0	B047_GPS	0.76	0.85
118.308	34.05	1.79	-6.5	30.78	-12.76	0.36	0.43	0.002	0.0	0.0	0.0	B048_GPS	0.7	0.78
119.224	34.112	0.87	-6.82	30.09	-13.06	0.5	0.6	0.009	0.0	0.0	0.0	B050_GPS	0.91	1.02
120.038	33.55	1.95	-5.98	30.73	-12.83	0.52	0.39	0.007	0.0	0.0	0.0	B052_GPS	0.94	0.72
119.012	33.507	1.61	-6.32	30.53	-12.81	0.55	0.55	0.006	0.0	0.0	0.0	B053_GPS	0.98	0.95
118.672	33.761	1.92	-6.42	30.95	-12.84	0.43	0.54	-0.023	0.0	0.0	0.0	B054_GPS	0.81	0.94
118.19	33.481	2.04	-5.8	31.01	-12.03	0.51	0.55	0.01	0.0	0.0	0.0	B055_GPS	0.92	0.95
117.899	33.483	1.87	-6.13	30.94	-12.27	0.39	0.55	0.006	0.0	0.0	0.0	B056_GPS	0.74	0.95
117.558	33.554	2.36	-5.96	31.37	-11.99	0.49	0.52	0.008	0.0	0.0	0.0	B057_GPS	0.9	0.91
116.984	33.646	2.1	-6.42	31.22	-12.26	0.55	0.52	0.01	0.0	0.0	0.0	B058_GPS	0.98	0.91
119.424	33.176	1.9	-6.12	31.0	-12.7	0.47	0.42	0.005	0.0	0.0	0.0	B059_GPS	0.87	0.76
119.037	32.734	2.27	-5.62	31.35	-12.12	0.52	0.4	-0.002	0.0	0.0	0.0	B060_GPS	0.94	0.74
118.477	32.971	2.27	-6.06	31.2	-12.39	0.55	0.4	-0.026	0.0	0.0	0.0	B061_GPS	0.98	0.74
117.708	32.562	2.52	-6.16	31.58	-12.22	0.6	0.55	0.012	0.0	0.0	0.0	B062_GPS	1.05	0.95
117.108	32.498	2.48	-6.34	31.54	-12.19	0.49	0.52	0.005	0.0	0.0	0.0	B065_GPS	0.9	0.91
118.3	32.284	2.45	-6.02	31.44	-12.25	0.5	0.48	0.009	0.0	0.0	0.0	B066_GPS	0.91	0.85
119.49	32.402	2.18	-5.66	31.02	-12.31	0.5	0.5	-0.002	0.0	0.0	0.0	B067_GPS	0.91	0.88
118.335	31.72	2.75	-6.25	31.54	-12.56	0.55	0.55	0.007	0.0	0.0	0.0	B069_GPS	0.98	0.95
117.815	31.657	2.72	-6.0	31.69	-12.15	0.6	0.54	-0.002	0.0	0.0	0.0	B070_GPS	1.05	0.94
117.376	31.862	2.38	-6.11	31.23	-12.05	0.5	0.5	-0.021	0.0	0.0	0.0	B071_GPS	0.91	0.88
