Lon,Lat,E.vel,N.vel,E.adj,N.adj,E.sig,N.sig,Corr,U.vel,U.adj,U.sig,Stat,Ref
16.439,43.507,0.92,3.25,23.13,18.25,0.44,0.48,0.0,0.09,0.09,3.0,MSPT_GPS,nocquet_2012_eura
16.44,43.51,0.55,3.14,22.76,18.13,0.35,0.28,0.0,-0.98,-0.98,0.97,SPLI_GPS,pinaValdes_2022_eura
16.4385,43.5066,0.73,3.33,0.0,0.0,0.1,0.11,0.001,-0.15,0.0,0.37,SPLT_GPS,serpelloni_2022_eura
16.4385,43.5066,0.63,3.11,22.84,18.11,0.19,0.2,0.0,0.4,0.4,0.68,SPLT_GPS,pinaValdes_2022_eura
16.404,47.738,0.78,1.0,22.1,16.0,0.42,0.52,0.0,0.08,0.08,3.0,MTBG_GPS,nocquet_2012_eura
16.40425,47.7379,0.38,0.7,21.7,15.7,0.12,0.18,0.001,0.21,0.21,0.37,MTBG_GPS,euref_all_eura
16.4043,47.7379,0.34,0.71,0.0,0.0,0.14,0.1,0.001,-0.73,0.0,0.41,MTBG_GPS,serpelloni_2022_eura
16.4043,47.7379,0.51,0.28,0.0,0.0,0.13,0.1,0.001,0.08,0.0,0.42,MATT_GPS,serpelloni_2022_eura
16.4042,47.7379,0.31,0.73,21.63,15.73,0.19,0.17,0.0,-0.25,-0.25,0.55,MTBG_GPS,pinaValdes_2022_eura
85.521,27.693,7.87,34.73,36.64,33.41,0.61,0.58,0.0,-0.0,-0.0,3.0,NAGA_GPS,nocquet_2012_eura
85.521,27.693,8.09,35.21,36.86,33.89,0.99,1.01,0.0,0.21,0.21,3.0,NAGA_GPS,graham_2021_eura
85.521,27.693,8.28,34.49,37.05,33.17,0.2,0.2,0.006,0.21,0.21,3.0,NAGA_GPS,wang_shen_2020_eura
85.521,27.693,8.21,35.09,36.98,33.77,0.98,1.01,0.001,4.28,4.28,3.11,n259_GPS,wang_barbot_2023_eura
354.457,50.103,-0.16,0.29,15.93,16.86,0.12,0.12,-0.01,0.08,0.08,3.0,NEWL_GPS,nocquet_2012_eura
354.4572,50.103,-0.4,0.01,15.69,16.58,0.13,0.14,0.0,-0.55,-0.55,0.43,NEWL_GPS,pinaValdes_2022_eura
354.4572,50.10301,-0.35,0.01,15.74,16.58,0.29,0.33,0.001,-0.0,-0.0,0.53,NEWL_GPS,euref_all_eura
354.4572,50.103,-0.09,0.21,0.0,0.0,0.07,0.08,0.001,-0.91,0.0,0.24,NEWL_GPS,serpelloni_2022_eura
33.396,35.141,-6.62,3.18,19.31,15.44,0.11,0.11,0.01,0.09,0.09,3.0,NICO_GPS,nocquet_2012_eura
33.396,35.141,-6.47,3.32,19.46,15.58,0.1,0.11,0.005,-0.56,-0.56,0.28,NICO_GPS,sokhadze_2018_eura
33.3965,35.141,-6.7,3.07,19.23,15.33,0.14,0.14,0.0,-0.74,-0.74,0.42,NICO_GPS,pinaValdes_2022_eura
33.396,35.141,-7.05,3.11,18.88,15.37,0.53,0.53,0.0,0.95,0.95,3.0,NICO_GPS,reilinger_2006_eura
33.39644,35.14099,-6.54,2.91,19.39,15.17,0.19,0.3,0.001,-0.0,-0.0,0.6,NICO_GPS,euref_all_eura
33.3965,35.141,-6.74,3.4,19.19,15.66,0.14,0.18,-0.01,0.18,0.18,3.0,NICO_GPS,bougrine_2019_eura
33.3964,35.141,-6.49,3.18,0.0,0.0,0.04,0.04,0.001,0.0,0.0,0.17,NICO_GPS,serpelloni_2022_eura
33.3964,35.141,-6.91,4.23,19.02,16.49,0.2,0.54,0.0,0.08,0.08,3.0,NICO_GPS,saleh_2015_eura
33.4,35.14,-6.43,3.12,19.5,15.38,0.14,0.17,-0.083,0.2,0.2,3.0,NICO_GPS,wedmore_2021_eura
33.396,35.141,-6.56,3.26,19.37,15.52,0.1,0.1,-0.003,0.3,0.3,3.0,NICO_GPS,wang_shen_2020_eura
33.3965,35.141,-6.72,3.53,19.21,15.79,0.1,0.1,0.001,-0.25,-0.25,3.0,NICO_GPS,hamiel_2021_eura
33.39645,35.14099,-7.14,3.56,18.79,15.82,0.38,0.38,-0.004,-0.52,-0.52,1.21,NICO_GPS,castro_2021_eura
33.396,35.141,-6.49,3.37,19.44,15.63,0.32,0.29,-0.002,-3.19,-3.19,5.76,NICO_GPS,gomez_2020_eura
33.396,35.141,-6.73,3.45,19.2,15.71,0.15,0.16,-0.011,0.01,0.01,3.0,NICO_GPS,ozdemir_2019_eura
33.396,35.141,-1.79,2.43,24.14,14.69,0.16,0.14,0.001,9.92,9.92,0.28,NICO_GPS,euref_ch8_eura
33.3964,35.14099,-6.62,3.29,19.31,15.55,0.23,0.24,0.019,-0.57,-0.57,0.93,NICO_G14,ergintav_2023_eura
33.3964,35.14099,-6.62,3.29,19.31,15.55,0.23,0.24,0.019,-0.57,-0.57,0.93,NICO_214,ergintav_2023_eura
33.3964,35.14099,-6.62,3.29,19.31,15.55,0.23,0.24,0.019,-0.57,-0.57,0.93,NICO_2B1,ergintav_2023_eura
33.3964,35.14099,-6.62,3.29,19.31,15.55,0.23,0.24,0.019,-0.57,-0.57,0.93,NICO_3B1,ergintav_2023_eura
33.3964,35.14099,-6.62,3.29,19.31,15.55,0.23,0.24,0.019,-0.57,-0.57,0.93,NICO_4B1,ergintav_2023_eura
14.99,36.876,-1.54,4.83,21.58,20.01,0.12,0.11,-0.0,0.1,0.1,3.0,NOT1_GPS,nocquet_2012_eura
14.99,36.876,-1.61,4.82,21.51,20.0,0.11,0.11,0.012,0.28,0.28,3.0,NOT1_GPS,ozdemir_2019_eura
14.9898,36.8759,-1.92,4.63,21.2,19.81,0.12,0.12,0.004,0.66,0.66,3.03,NOT1_GPS,hamiel_2021_eura
14.99,36.876,-0.09,1.58,23.03,16.76,0.09,0.04,0.0,5.59,5.59,0.54,NOT1_GPS,euref_ch8_eura
14.9898,36.8758,-1.76,4.43,21.36,19.61,0.21,0.09,0.0,0.19,0.19,3.0,NOT1_GPS,bougrine_2019_eura
14.98979,36.87584,-1.89,4.64,21.23,19.82,0.17,0.2,0.001,-0.54,-0.54,0.3,NOT1_GPS,euref_all_eura
14.9898,36.8761,-1.9,4.38,21.22,19.56,0.23,0.37,0.001,-0.3,-0.3,0.36,NOTO_GPS,euref_all_eura
14.9898,36.8759,-1.95,4.72,21.17,19.9,0.16,0.15,-0.0,-0.65,-0.65,0.44,NOT1_GPS,pinaValdes_2022_eura
14.99,36.876,-2.71,4.01,20.41,19.19,0.61,0.59,-0.003,1.02,1.02,3.0,NOT1_GPS,reilinger_2006_eura
14.9898,36.8758,-2.07,4.51,21.05,19.69,0.37,0.27,0.0,0.29,0.29,3.0,NOT1_GPS,saleh_2015_eura
14.9898,36.8758,-1.69,4.76,0.0,0.0,0.05,0.05,0.001,-1.08,0.0,0.19,NOT1_GPS,serpelloni_2022_eura
14.98979,36.87585,-1.83,4.66,21.29,19.84,0.08,0.08,-0.007,0.31,0.31,3.0,NOT1_GPS,bahrouni_2020_eura
14.99,36.88,-1.84,4.62,21.28,19.8,0.15,0.14,0.098,0.11,0.11,3.0,NOT1_GPS,wedmore_2021_eura
14.9898,36.8761,-2.07,4.55,0.0,0.0,0.2,0.25,0.001,-0.53,0.0,0.67,NOTO_GPS,serpelloni_2022_eura
14.99,36.876,-2.71,4.01,20.41,19.19,0.61,0.59,-0.003,1.02,1.02,3.0,NOTO_GPS,reilinger_2006_eura
14.9898,36.8759,-1.6,4.56,21.52,19.74,0.06,0.05,-0.0,1.66,1.66,3.01,NOT1_GPS,billi_2023_eura
14.99,36.876,-1.78,4.66,21.34,19.84,0.1,0.1,0.014,-1.95,-1.95,0.28,NOT1_GPS,sokhadze_2018_eura
82.909,55.03,-3.25,1.06,24.0,0.49,0.2,0.22,-0.0,-0.01,-0.01,3.0,NOVJ_GPS,nocquet_2012_eura
82.909,55.031,-1.97,0.66,25.28,0.09,0.3,0.3,-0.001,0.24,0.24,3.0,NOV9_GPS,wang_shen_2020_eura
82.9095,55.0305,-1.6,0.45,0.0,0.0,0.14,0.12,0.001,-0.72,0.0,0.65,NOVM_GPS,serpelloni_2022_eura
82.909,55.031,-1.52,0.67,25.73,0.1,0.29,0.32,-0.0,0.28,0.28,3.0,NOV9_GPS,graham_2021_eura
359.66,51.421,0.44,-0.06,17.29,16.35,0.19,0.19,-0.0,0.08,0.08,3.0,NPLD_GPS,nocquet_2012_eura
359.6564,51.4252,0.03,-0.02,16.87,16.39,0.24,0.24,-0.0,-0.15,-0.15,0.78,NP11_GPS,pinaValdes_2022_eura
359.6604,51.421,0.36,-0.13,0.0,0.0,0.09,0.13,0.001,-0.86,0.0,0.48,NPLD_GPS,serpelloni_2022_eura
359.656,51.425,-0.49,0.02,16.35,16.43,0.38,0.34,-0.0,0.25,0.25,3.0,TED0_GPS,graham_2021_eura
359.6603,51.421,0.14,-0.25,16.99,16.16,0.19,0.2,-0.0,-0.38,-0.38,0.6,NPLD_GPS,pinaValdes_2022_eura
359.66036,51.421,0.29,-0.14,17.14,16.27,0.14,0.07,0.001,0.08,0.08,0.48,NPLD_GPS,euref_all_eura
88.36,69.362,-1.7,-0.12,22.1,-2.26,0.14,0.15,-0.0,-0.02,-0.02,3.0,NRIL_GPS,nocquet_2012_eura
88.3598,69.3618,-1.57,0.18,0.0,0.0,0.12,0.1,0.001,2.04,0.0,0.47,NRIL_GPS,serpelloni_2022_eura
88.3598,69.3618,-1.52,0.14,22.28,-2.0,0.11,0.12,-0.0,0.34,0.34,3.0,NRIL_GPS,bougrine_2019_eura
88.36,69.362,-1.73,0.06,22.07,-2.08,0.1,0.11,-0.007,0.22,0.22,3.0,NRIL_GPS,wang_shen_2020_eura
88.36,69.362,-1.59,-1.2,22.21,-3.34,0.71,0.71,-0.001,0.69,0.69,3.01,NRIL_GPS,reilinger_2006_eura
88.36,69.362,-2.38,0.25,21.42,-1.89,0.47,0.47,-0.001,-1.49,-1.49,3.12,NRIL_GPS,zubovich_2010_eura
88.36,69.362,-1.6,0.01,22.2,-2.13,0.21,0.22,-0.0,0.28,0.28,3.0,NRIL_GPS,graham_2021_eura
44.503,40.227,1.81,7.34,28.62,17.21,0.13,0.13,0.0,0.07,0.07,3.0,NSSP_GPS,nocquet_2012_eura
44.5029,40.2265,1.95,7.36,28.76,17.23,0.17,0.17,0.009,0.25,0.25,3.02,NSSP_GPS,khorrami_2019_eura
44.5029,40.2265,1.96,7.42,0.0,0.0,0.06,0.08,0.001,0.24,0.0,0.37,NSSP_GPS,serpelloni_2022_eura
44.503,40.226,1.99,7.26,28.8,17.13,0.16,0.14,0.003,-0.94,-0.94,0.7,NSSP_GPS,sokhadze_2018_eura
44.503,40.226,2.04,7.43,28.85,17.3,0.24,0.25,-0.001,0.26,0.26,3.0,NSSP_GPS,graham_2021_eura
44.503,40.226,1.81,8.24,28.62,18.11,0.51,0.5,0.0,0.9,0.9,3.0,NSSP_GPS,reilinger_2006_eura
44.50293,40.22646,1.86,7.54,28.67,17.41,0.06,0.05,0.007,-6.78,-6.78,3.12,NSSP_2PS,kurt_2023_eura
44.5,40.23,2.19,6.8,29.0,16.67,0.24,0.21,0.0,-1.16,-1.16,0.67,NSSP_GPS,pinaValdes_2022_eura
103.68,1.346,5.92,0.87,30.09,-5.56,0.17,0.17,0.001,-0.04,-0.04,3.0,NTUS_GPS,nocquet_2012_eura
103.68,1.346,5.06,1.34,29.23,-5.09,0.21,0.21,0.007,0.08,0.08,3.0,NTUS_GPS,wang_shen_2020_eura
103.68,1.346,4.32,-0.03,28.49,-6.46,0.48,0.57,0.0,0.09,0.09,3.0,NTU0_GPS,graham_2021_eura
83.235,54.841,-0.09,-0.92,27.19,-1.58,0.15,0.15,-0.0,-0.01,-0.01,3.0,NVSK_GPS,nocquet_2012_eura
83.235,54.841,-0.85,-0.01,26.43,-0.67,0.41,0.41,0.007,-0.25,-0.25,3.04,NVSK_GPS,zubovich_2010_eura
83.235,54.84,-0.85,0.13,26.43,-0.53,1.09,1.08,-0.004,1.12,1.12,3.48,NVSK_GPS,ozkan_2022_eura
83.235,54.841,-1.14,-1.16,26.14,-1.82,0.79,0.77,-0.005,0.66,0.66,3.0,NVSK_GPS,reilinger_2006_eura
83.2355,54.8406,-1.38,-0.47,25.9,-1.13,0.27,0.39,-0.0,0.29,0.29,3.0,NVSK_GPS,bougrine_2019_eura
83.2354,54.8406,-0.69,-0.25,0.0,0.0,0.14,0.15,0.001,0.14,0.0,0.59,NVSK_GPS,serpelloni_2022_eura
83.235,54.841,-0.41,-0.33,26.87,-0.99,0.45,0.45,-0.0,0.28,0.28,3.0,NVSK_GPS,graham_2021_eura
83.235,54.841,-0.87,-0.04,26.41,-0.7,0.2,0.2,-0.001,0.24,0.24,3.0,NVSK_GPS,wang_shen_2020_eura
11.865,78.93,-0.11,-1.03,10.29,14.46,0.11,0.11,0.0,0.01,0.01,3.0,NYA1_GPS,nocquet_2012_eura
11.865,78.93,-3.96,0.86,6.44,16.35,0.2,0.3,0.002,3.0,3.0,0.63,NYA1_GPS,euref_ch8_eura
11.859,78.93,0.65,2.55,11.04,18.04,0.18,0.21,0.003,1.8,1.8,0.37,NYA2_GPS,euref_ch8_eura
11.8653,78.9296,0.07,-0.93,10.47,14.56,0.07,0.06,-0.018,0.36,0.36,3.0,NYA1_GPS,bougrine_2019_eura
11.8651,78.9296,-0.01,-1.01,10.39,14.48,0.07,0.06,-0.018,0.36,0.36,3.0,NYAL_GPS,bougrine_2019_eura
11.865,78.93,-0.29,-1.12,10.11,14.37,0.33,0.33,-0.0,0.83,0.83,3.01,NYAL_GPS,reilinger_2006_eura
11.8652,78.9296,-0.53,-0.42,9.87,15.07,0.15,0.16,0.0,6.59,6.59,0.52,NYA1_GPS,pinaValdes_2022_eura
11.8653,78.9296,0.07,-0.92,0.0,0.0,0.06,0.08,0.001,8.66,0.0,0.29,NYA1_GPS,serpelloni_2022_eura
11.8586,78.9303,-0.54,-1.1,0.0,0.0,0.23,0.38,0.001,10.78,0.0,1.49,NYA2_GPS,serpelloni_2022_eura
11.8651,78.9296,-0.23,-1.24,0.0,0.0,0.05,0.08,0.001,8.61,0.0,0.29,NYAL_GPS,serpelloni_2022_eura
11.865,78.93,-0.05,-1.29,10.35,14.2,0.11,0.11,0.003,0.22,0.22,3.0,NYAL_GPS,wang_shen_2020_eura
11.925,57.395,-0.82,-0.82,17.04,14.68,0.11,0.11,0.0,0.06,0.06,3.0,ONSA_GPS,nocquet_2012_eura
11.92552,57.3953,-0.71,-0.84,17.15,14.66,0.03,0.05,-0.073,0.37,0.37,3.0,ONSA_GPS,bahrouni_2020_eura
11.925,57.395,-0.5,-1.12,17.36,14.38,0.1,0.17,0.002,6.72,6.72,0.36,ONS1_GPS,euref_ch8_eura
11.926,57.395,-0.49,-1.18,17.37,14.32,0.23,0.24,0.001,6.71,6.71,0.54,ONSA_GPS,euref_ch8_eura
11.9245,57.3953,-0.74,-0.52,17.12,14.98,0.13,0.13,-0.0,2.09,2.09,0.31,ONS1_GPS,pinaValdes_2022_eura
11.92551,57.3953,-0.64,-0.73,17.22,14.77,0.23,0.24,0.001,3.17,3.17,0.54,ONSA_GPS,euref_all_eura
11.92575,57.39515,-0.68,-0.74,17.18,14.76,0.35,0.51,0.001,3.16,3.16,1.29,OS0G_GPS,euref_all_eura
11.9245,57.3953,-0.69,-0.72,0.0,0.0,0.22,0.15,0.001,2.83,0.0,0.82,ONS1_GPS,serpelloni_2022_eura
11.925,57.395,-0.59,-0.7,17.27,14.8,0.1,0.1,-0.0,0.27,0.27,3.0,ONSA_GPS,wang_shen_2020_eura
11.9255,57.3953,-0.64,-0.72,0.0,0.0,0.05,0.04,0.001,2.81,0.0,0.18,ONSA_GPS,serpelloni_2022_eura
11.926,57.395,-1.62,-0.27,16.24,15.23,0.38,0.37,0.019,1.0,1.0,3.0,ONSA_GPS,reilinger_2006_eura
11.925,57.395,-0.61,-0.74,17.25,14.76,0.96,0.97,0.001,1.21,1.21,3.18,ONSA_GPS,ozkan_2022_eura
11.9255,57.3952,-0.77,-0.61,17.09,14.89,0.12,0.12,-0.0,2.2,2.2,0.37,ONSA_GPS,pinaValdes_2022_eura
11.92552,57.3953,-0.79,-0.43,17.07,15.07,0.35,0.35,-0.025,2.84,2.84,1.04,ONSA_GPS,castro_2021_eura
11.92454,57.39533,-0.64,-0.66,17.22,14.84,0.1,0.17,0.001,3.19,3.19,0.36,ONS1_GPS,euref_all_eura
11.9255,57.3953,-0.62,-0.74,17.24,14.76,0.08,0.08,-0.01,0.29,0.29,3.0,ONSA_GPS,bougrine_2019_eura
11.926,57.395,-0.67,-0.49,17.19,15.01,0.09,0.1,-0.026,2.48,2.48,0.27,ONSA_GPS,sokhadze_2018_eura
2.335,48.836,0.11,-0.28,18.28,16.0,0.16,0.16,-0.0,0.08,0.08,3.0,OPMT_GPS,nocquet_2012_eura
2.3349,48.8359,-0.01,-0.17,0.0,0.0,0.06,0.04,0.001,-0.17,0.0,0.23,OPMT_GPS,serpelloni_2022_eura
2.3349,48.8359,-0.02,-0.23,18.15,16.05,0.11,0.1,-0.0,0.14,0.14,0.39,OPMT_GPS,pinaValdes_2022_eura
2.3349,48.8359,-0.06,-0.26,18.11,16.02,0.11,0.13,-0.01,0.26,0.26,3.0,OPMT_GPS,bougrine_2019_eura
2.33494,48.83592,0.01,-0.24,18.18,16.04,0.1,0.11,0.001,0.63,0.63,0.26,OPMT_GPS,euref_all_eura
11.896,45.411,0.27,1.53,21.24,17.04,0.13,0.13,-0.0,0.09,0.09,3.0,PADO_GPS,nocquet_2012_eura
11.8961,45.4112,0.58,2.39,21.55,17.9,0.27,0.47,-0.0,0.24,0.24,3.0,PADO_GPS,bougrine_2019_eura
11.8961,45.4111,0.0,1.45,20.97,16.96,0.11,0.13,0.0,-0.83,-0.83,0.36,PADO_GPS,pinaValdes_2022_eura
11.89606,45.41115,-0.03,1.32,20.94,16.83,0.24,0.25,0.001,-0.28,-0.28,0.52,PADO_GPS,euref_all_eura
11.896,45.411,-0.21,1.68,20.76,17.19,0.24,0.25,0.001,3.88,3.88,0.52,PADO_GPS,euref_ch8_eura
11.8961,45.4112,0.05,1.37,0.0,0.0,0.04,0.06,0.001,-0.65,0.0,0.16,PADO_GPS,serpelloni_2022_eura
11.8961,45.4112,0.02,1.43,20.99,16.94,0.24,0.24,-0.002,0.56,0.56,3.0,PADO_GPS,saleh_2015_eura
19.282,47.79,0.67,0.18,22.52,14.8,0.12,0.13,0.0,0.08,0.08,3.0,PENC_GPS,nocquet_2012_eura
19.282,47.79,2.25,-0.57,24.1,14.05,0.65,0.63,-0.0,1.01,1.01,3.0,PENC_GPS,reilinger_2006_eura
19.2815,47.7896,0.51,-0.02,22.36,14.6,0.27,0.24,-0.01,0.25,0.25,3.0,PENC_GPS,bougrine_2019_eura
19.282,47.79,-0.2,0.23,21.65,14.85,0.1,0.1,0.0,5.62,5.62,0.24,PENC_GPS,euref_ch8_eura
19.2815,47.7896,0.36,0.02,0.0,0.0,0.03,0.04,0.001,-0.74,0.0,0.17,PENC_GPS,serpelloni_2022_eura
19.2817,47.7897,0.37,0.29,22.22,14.91,0.12,0.13,0.0,-0.39,-0.39,0.41,PENC_GPS,pinaValdes_2022_eura
19.28152,47.7896,0.4,0.04,22.25,14.66,0.1,0.1,0.001,-0.2,-0.2,0.23,PENC_GPS,euref_all_eura
74.694,42.68,-0.78,3.52,27.91,5.33,0.15,0.15,0.01,0.01,0.01,3.0,POL2_GPS,nocquet_2012_eura
74.694,42.68,-0.89,3.01,27.8,4.82,0.28,0.32,0.0,0.26,0.26,3.0,POL2_GPS,graham_2021_eura
74.694,42.68,-1.04,2.71,27.65,4.52,0.12,0.12,-0.125,-0.6,-0.6,3.01,POL2_GPS,ozdemir_2019_eura
74.694,42.68,-1.0,3.04,27.69,4.85,0.3,0.32,-0.001,-5.37,-5.37,3.12,n266_GPS,wang_barbot_2023_eura
74.69427,42.67977,-0.93,2.79,27.76,4.6,0.26,0.23,-0.45,2.45,2.45,3.02,POL2_GPS,perry_2018_eura
74.6943,42.6798,-1.14,2.66,27.55,4.47,0.24,0.15,0.0,0.23,0.23,3.0,POL2_GPS,bougrine_2019_eura
74.6943,42.6798,-1.17,2.72,0.0,0.0,0.09,0.09,0.001,0.38,0.0,0.32,POL2_GPS,serpelloni_2022_eura
74.694,42.68,-1.45,2.83,27.24,4.64,0.11,0.1,-0.019,3.7,3.7,0.44,POL2_GPS,sokhadze_2018_eura
74.694,42.68,-0.61,3.49,28.08,5.3,0.32,0.32,-0.0,1.42,1.42,3.02,POL2_GPS,zubovich_2010_eura
74.694,42.68,-0.68,3.15,28.01,4.96,0.5,0.5,-0.001,0.67,0.67,3.0,POL2_GPS,reilinger_2006_eura
74.694,42.68,-0.92,2.72,27.77,4.53,0.1,0.1,-0.002,0.25,0.25,3.0,POL2_GPS,wang_shen_2020_eura
74.69427,42.67977,-1.17,2.9,27.52,4.71,0.36,0.36,0.005,-0.05,-0.05,1.05,POL2_GPS,castro_2021_eura
34.543,49.603,-1.55,0.48,22.61,12.51,0.12,0.12,0.0,0.06,0.06,3.0,POLV_GPS,nocquet_2012_eura
34.543,49.603,-1.75,0.33,22.41,12.36,0.16,0.13,-0.001,-0.06,-0.06,3.0,POLV_GPS,ozdemir_2019_eura
34.543,49.603,-1.73,0.13,22.43,12.16,0.09,0.09,0.006,-0.48,-0.48,0.21,POLV_GPS,sokhadze_2018_eura
34.54293,49.60262,-2.77,0.5,21.39,12.53,0.44,0.21,0.047,-2.03,-2.03,3.04,POLV_GPS,perry_2018_eura
34.5429,49.6026,-1.59,0.26,22.57,12.29,0.11,0.11,-0.0,-1.35,-1.35,0.36,POLV_GPS,pinaValdes_2022_eura
34.5429,49.6026,-2.44,0.02,21.72,12.05,0.17,0.12,-0.01,0.26,0.26,3.0,POLV_GPS,bougrine_2019_eura
34.54293,49.60262,-2.17,-0.05,21.99,11.98,0.4,0.42,-0.004,3.6,3.6,1.24,POLV_GPS,castro_2021_eura
34.54293,49.60261,-1.64,0.18,22.52,12.21,0.18,0.2,0.0,-0.26,-0.26,0.38,POLV_GPS,euref_all_eura
34.5429,49.6026,-1.74,0.32,0.0,0.0,0.05,0.06,0.001,-0.28,0.0,0.31,POLV_GPS,serpelloni_2022_eura
13.066,52.379,-0.31,-0.2,19.2,15.18,0.11,0.11,-0.0,0.07,0.07,3.0,POTS_GPS,nocquet_2012_eura
13.06609,52.37929,-0.33,-0.13,19.18,15.25,0.15,0.16,0.001,0.45,0.45,0.37,POTS_GPS,euref_all_eura
13.066,52.379,-0.63,-0.25,18.88,15.13,0.11,0.11,-0.001,0.19,0.19,3.0,POTS_GPS,ozdemir_2019_eura
13.0661,52.3793,-0.85,-0.06,18.66,15.32,0.11,0.12,-0.01,0.27,0.27,3.0,POTS_GPS,bougrine_2019_eura
13.0661,52.3793,-0.39,-0.05,19.12,15.33,0.12,0.13,0.0,-0.01,-0.01,0.46,POTS_GPS,pinaValdes_2022_eura
13.0661,52.3793,-0.32,-0.17,0.0,0.0,0.03,0.03,0.001,-0.51,0.0,0.18,POTS_GPS,serpelloni_2022_eura
13.066,52.379,-0.48,-0.28,19.03,15.1,0.15,0.16,0.001,4.52,4.52,0.38,POTS_GPS,euref_ch8_eura
13.066,52.379,-0.22,-0.3,19.29,15.08,0.46,0.46,-0.001,1.01,1.01,3.0,POTS_GPS,reilinger_2006_eura
13.0661,52.3793,-0.96,-0.01,18.55,15.37,0.04,0.05,-0.011,0.36,0.36,3.0,POTS_GPS,bahrouni_2020_eura
13.0789,52.3811,-0.48,0.13,19.03,15.51,0.18,0.19,0.0,-0.21,-0.21,0.55,D004_GPS,pinaValdes_2022_eura
10.46,52.296,0.04,0.22,19.02,15.87,0.13,0.13,-0.0,0.07,0.07,3.0,PTBB_GPS,nocquet_2012_eura
10.45974,52.29619,-0.02,0.02,18.96,15.67,0.22,0.08,0.001,0.67,0.67,0.14,PTBB_GPS,euref_all_eura
10.4597,52.2962,-0.03,-0.06,18.95,15.59,0.09,0.09,-0.01,0.27,0.27,3.0,PTBB_GPS,bougrine_2019_eura
10.46,52.296,-0.06,-0.08,18.92,15.57,0.22,0.08,0.001,4.17,4.17,0.15,PTBB_GPS,euref_ch8_eura
10.4597,52.2962,-0.08,-0.01,0.0,0.0,0.03,0.04,0.001,0.1,0.0,0.22,PTBB_GPS,serpelloni_2022_eura
10.4597,52.2962,-0.17,0.09,18.81,15.74,0.09,0.11,-0.0,-0.15,-0.15,0.42,PTBB_GPS,pinaValdes_2022_eura
353.146,33.998,-3.97,1.05,16.15,17.66,0.12,0.11,-0.01,0.11,0.11,3.0,RABT_GPS,nocquet_2012_eura
353.145,33.998,-4.19,0.91,15.93,17.52,0.63,0.62,0.003,1.01,1.01,3.0,RABT_GPS,reilinger_2006_eura
353.1457,33.9981,-3.72,1.63,16.4,18.24,0.11,0.11,0.0,0.66,0.66,0.37,RABT_GPS,pinaValdes_2022_eura
353.1457,33.9981,-3.57,2.04,16.55,18.65,0.09,0.09,0.003,1.61,1.61,3.01,RABT_GPS,billi_2023_eura
353.1457,33.9981,-3.86,1.66,16.26,18.27,0.09,0.09,0.01,0.18,0.18,3.0,RABT_GPS,bougrine_2019_eura
353.146,33.998,-3.21,1.57,16.91,18.18,0.23,0.2,0.001,-0.74,-0.74,0.52,RABT_GPS,euref_ch8_eura
353.1457,33.9981,-3.74,1.53,0.0,0.0,0.04,0.04,0.001,-1.16,0.0,0.18,RABT_GPS,serpelloni_2022_eura
353.1358,33.9979,-6.23,0.88,13.89,17.49,0.63,0.43,0.0,-2.1,-2.1,1.48,RBAT_GPS,pinaValdes_2022_eura
353.14571,33.99811,-3.7,1.59,16.42,18.2,0.41,0.4,0.009,0.17,0.17,1.22,RABT_GPS,castro_2021_eura
353.1457,33.9981,-3.45,1.76,16.67,18.37,0.23,0.14,0.003,0.48,0.48,3.0,RABT_GPS,saleh_2015_eura
353.14571,33.9981,-3.93,1.58,16.19,18.19,0.23,0.2,0.001,0.44,0.44,0.5,RABT_GPS,euref_all_eura
353.15,34.0,-3.85,1.57,16.27,18.18,0.13,0.13,0.344,-0.01,-0.01,3.0,RABT_GPS,wedmore_2021_eura
5.145,50.002,-0.12,-0.31,18.33,15.79,0.14,0.14,-0.0,0.08,0.08,3.0,REDU_GPS,nocquet_2012_eura
5.1449,50.0016,-0.24,-0.2,18.21,15.9,0.12,0.12,-0.0,0.36,0.36,0.42,REDU_GPS,pinaValdes_2022_eura
5.1449,50.0015,-0.19,-0.25,0.0,0.0,0.06,0.05,0.001,0.37,0.0,0.23,REDU_GPS,serpelloni_2022_eura
5.1449,50.0015,-1.45,-0.74,17.0,15.36,0.57,0.51,-0.01,0.26,0.26,3.0,REDU_GPS,bougrine_2019_eura
5.14488,50.0015,-0.29,-0.2,18.16,15.9,0.11,0.09,0.001,1.12,1.12,0.27,REDU_GPS,euref_all_eura
5.145,50.002,-0.21,-0.11,18.24,15.99,0.11,0.09,0.001,3.46,3.46,0.27,REDU_GPS,euref_ch8_eura
338.044,64.139,-16.89,3.11,-9.8,19.28,0.16,0.18,-0.0,0.04,0.04,3.0,REYK_GPS,nocquet_2012_eura
338.0445,64.1388,-16.96,3.66,0.0,0.0,0.07,0.06,0.001,-1.31,0.0,0.31,REYK_GPS,serpelloni_2022_eura
338.04451,64.13878,-16.79,3.68,-9.7,19.85,0.35,0.21,0.001,0.04,0.04,0.46,REYK_GPS,euref_all_eura
338.0445,64.1388,-15.2,4.24,-8.11,20.41,0.2,0.13,0.0,-1.17,-1.17,0.52,REYK_GPS,pinaValdes_2022_eura
338.045,64.139,-16.06,4.91,-8.97,21.08,0.35,0.21,0.002,-2.29,-2.29,0.48,REYK_GPS,euref_ch8_eura
