Lon,Lat,E.vel,N.vel,E.adj,N.adj,E.sig,N.sig,Corr,U.vel,U.adj,U.sig,Stat,Ref
90.1,38.35,6.89,9.75,35.73,7.11,1.8,1.79,0.006,0.24,0.24,3.0,G326_GPS,graham_2021_eura
90.27,38.29,6.34,9.9,35.18,7.21,1.85,1.83,0.006,0.85,0.85,1.04,G328_GPS,liang_2013_eura
90.269,38.285,5.89,11.0,34.73,8.31,0.3,0.4,0.011,0.21,0.21,3.0,G328_GPS,wang_shen_2020_eura
90.27,38.29,7.58,10.61,36.42,7.92,0.87,0.96,0.002,0.21,0.21,3.08,w482_GPS,wang_barbot_2023_eura
90.27,38.29,5.89,10.75,34.73,8.06,1.84,1.82,0.006,0.24,0.24,3.0,G328_GPS,graham_2021_eura
100.74,38.44,6.97,1.15,35.33,-4.47,1.36,1.36,-0.001,-0.99,-0.99,1.45,G329_GPS,liang_2013_eura
100.74,38.44,6.58,2.21,34.94,-3.41,1.33,1.33,-0.001,0.23,0.23,3.0,G329_GPS,graham_2021_eura
100.739,38.437,4.37,1.72,32.73,-3.9,0.4,0.4,-0.02,0.18,0.18,3.0,G329_GPS,wang_shen_2020_eura
100.74,38.44,3.99,-0.96,32.35,-6.58,1.25,0.96,0.002,2.02,2.02,3.3,w483_GPS,wang_barbot_2023_eura
100.34,38.17,5.16,2.27,33.56,-3.25,1.79,1.77,-0.0,-0.87,-0.87,1.42,G330_GPS,liang_2013_eura
100.34,38.17,4.77,3.31,33.17,-2.21,1.77,1.75,0.0,0.23,0.23,3.0,G330_GPS,graham_2021_eura
100.344,38.167,4.77,1.92,33.17,-3.6,0.4,0.4,0.005,0.18,0.18,3.0,G330_GPS,wang_shen_2020_eura
100.34,38.17,4.93,0.26,33.33,-5.26,1.13,1.23,0.002,2.09,2.09,3.29,w484_GPS,wang_barbot_2023_eura
102.75,38.17,6.49,0.6,34.74,-5.57,1.8,1.79,-0.004,-1.31,-1.31,1.55,G331_GPS,liang_2013_eura
102.75,38.17,6.09,1.72,34.34,-4.45,1.77,1.76,-0.004,0.23,0.23,3.0,G331_GPS,graham_2021_eura
102.748,38.165,3.86,1.04,32.11,-5.13,0.5,0.5,-0.027,0.18,0.18,3.0,G331_GPS,wang_shen_2020_eura
102.75,38.17,3.45,-1.24,31.7,-7.41,1.18,1.15,0.001,2.46,2.46,3.36,w485_GPS,wang_barbot_2023_eura
92.42,38.07,7.42,9.79,36.2,6.49,1.82,1.81,0.005,0.53,0.53,1.08,G332_GPS,liang_2013_eura
92.42,38.07,7.0,10.66,35.78,7.36,1.81,1.8,0.005,0.24,0.24,3.0,G332_GPS,graham_2021_eura
92.419,38.072,6.58,8.62,35.36,5.32,0.6,0.6,-0.023,0.21,0.21,3.0,G332_GPS,wang_shen_2020_eura
92.42,38.07,6.16,9.63,34.94,6.33,2.08,2.3,0.001,0.75,0.75,3.11,w486_GPS,wang_barbot_2023_eura
89.34,38.11,7.55,9.3,36.42,6.88,1.83,1.81,0.003,1.04,1.04,1.02,G333_GPS,liang_2013_eura
89.34,38.11,7.16,10.15,36.03,7.73,1.94,1.29,0.001,0.11,0.11,3.07,w487_GPS,wang_barbot_2023_eura
89.34,38.11,7.08,10.14,35.95,7.72,1.82,1.8,0.003,0.24,0.24,3.0,G333_GPS,graham_2021_eura
89.339,38.11,5.19,10.39,34.06,7.97,0.7,0.7,0.028,0.22,0.22,3.0,G333_GPS,wang_shen_2020_eura
100.24,38.01,6.55,1.96,34.96,-3.53,1.83,1.82,-0.002,-0.83,-0.83,1.41,G334_GPS,liang_2013_eura
100.24,38.014,6.07,3.42,34.48,-2.07,0.5,0.5,-0.002,0.18,0.18,3.0,G334_GPS,wang_shen_2020_eura
100.24,38.01,4.68,-0.87,33.09,-6.36,1.57,1.04,0.002,2.16,2.16,3.28,w488_GPS,wang_barbot_2023_eura
100.24,38.01,6.17,3.01,34.58,-2.48,1.81,1.8,-0.002,0.23,0.23,3.0,G334_GPS,graham_2021_eura
91.68,37.85,5.53,9.7,34.34,6.61,1.82,1.81,0.005,0.69,0.69,1.05,G335_GPS,liang_2013_eura
91.68,37.85,5.1,10.56,33.91,7.47,1.81,1.8,0.005,0.24,0.24,3.0,G335_GPS,graham_2021_eura
91.677,37.853,7.58,11.02,36.39,7.93,0.4,0.4,-0.001,0.21,0.21,3.0,G335_GPS,wang_shen_2020_eura
91.68,37.85,7.5,11.13,36.31,8.04,2.03,1.54,0.001,0.71,0.71,3.1,w489_GPS,wang_barbot_2023_eura
99.41,37.62,7.54,1.58,36.01,-3.68,1.83,1.81,-0.002,-0.62,-0.62,1.35,G336_GPS,liang_2013_eura
99.411,37.618,8.37,2.91,36.84,-2.35,0.4,0.4,0.005,0.19,0.19,3.0,G336_GPS,wang_shen_2020_eura
99.41,37.62,8.78,0.9,37.25,-4.36,2.04,0.81,0.001,2.23,2.23,3.26,w490_GPS,wang_barbot_2023_eura
99.41,37.62,7.17,2.61,35.64,-2.65,1.81,1.79,-0.002,0.23,0.23,3.0,G336_GPS,graham_2021_eura
101.73,37.42,8.06,-0.09,36.4,-5.98,1.82,1.81,-0.0,-1.01,-1.01,1.47,G337_GPS,liang_2013_eura
101.73,37.42,7.69,1.01,36.03,-4.88,1.8,1.79,0.0,0.23,0.23,3.0,G337_GPS,graham_2021_eura
101.726,37.422,7.67,1.63,36.01,-4.26,0.5,0.5,0.0,0.18,0.18,3.0,G337_GPS,wang_shen_2020_eura
101.73,37.42,6.03,-1.68,34.37,-7.57,1.2,1.04,0.001,2.7,2.7,3.33,w491_GPS,wang_barbot_2023_eura
100.9,37.66,9.24,1.74,37.63,-3.93,1.78,1.77,0.002,-0.89,-0.89,1.43,G338_GPS,liang_2013_eura
100.9,37.66,8.87,2.82,37.26,-2.85,1.76,1.75,0.002,0.23,0.23,3.0,G338_GPS,graham_2021_eura
100.897,37.661,7.46,2.03,35.85,-3.64,0.4,0.4,0.006,0.18,0.18,3.0,G338_GPS,wang_shen_2020_eura
100.9,37.66,6.59,-0.64,34.98,-6.31,1.06,0.85,0.002,2.45,2.45,3.3,w492_GPS,wang_barbot_2023_eura
90.92,37.02,8.92,10.62,37.78,7.74,1.88,1.87,0.009,0.97,0.97,0.99,G339_GPS,liang_2013_eura
90.92,37.02,8.49,11.46,37.35,8.58,1.87,1.86,0.009,0.24,0.24,3.0,G339_GPS,graham_2021_eura
90.918,37.025,6.48,12.62,35.34,9.74,0.4,0.4,-0.006,0.21,0.21,3.0,G339_GPS,wang_shen_2020_eura
90.92,37.02,8.43,11.08,37.29,8.2,1.39,0.7,0.002,0.97,0.97,3.09,w493_GPS,wang_barbot_2023_eura
106.22,37.28,5.83,-2.14,33.87,-9.23,1.91,1.9,-0.006,-1.82,-1.82,1.74,G340_GPS,liang_2013_eura
106.22,37.28,5.43,-0.87,33.47,-7.96,1.87,1.86,-0.006,0.22,0.22,3.0,G340_GPS,graham_2021_eura
106.216,37.277,4.36,-1.52,32.4,-8.61,0.4,0.4,-0.026,0.16,0.16,3.0,G340_GPS,wang_shen_2020_eura
106.22,37.28,2.87,-3.17,30.91,-10.26,1.46,1.09,-0.0,3.41,3.41,3.47,w494_GPS,wang_barbot_2023_eura
95.48,37.22,8.51,8.76,37.19,4.59,1.83,1.82,-0.001,0.15,0.15,1.15,G341_GPS,liang_2013_eura
95.48,37.22,6.4,5.81,35.08,1.64,2.27,0.87,0.001,1.76,1.76,3.17,w495_GPS,wang_barbot_2023_eura
95.48,37.22,8.14,9.69,36.82,5.52,1.82,1.81,-0.001,0.23,0.23,3.0,G341_GPS,graham_2021_eura
95.482,37.216,7.28,7.37,35.96,3.2,0.5,0.6,-0.021,0.2,0.2,3.0,G341_GPS,wang_shen_2020_eura
106.62,37.12,7.13,-2.46,35.15,-9.66,1.9,1.89,-0.006,-1.88,-1.88,1.76,G342_GPS,liang_2013_eura
106.625,37.117,3.96,-2.21,31.98,-9.41,0.5,0.5,-0.025,0.16,0.16,3.0,G342_GPS,wang_shen_2020_eura
106.62,37.12,5.12,-3.15,33.14,-10.35,1.52,1.07,-0.0,3.55,3.55,3.48,w496_GPS,wang_barbot_2023_eura
106.62,37.12,6.73,-1.16,34.75,-8.36,1.86,1.85,-0.006,0.22,0.22,3.0,G342_GPS,graham_2021_eura
104.05,36.99,8.87,-0.87,37.08,-7.39,1.86,1.86,-0.004,-1.37,-1.37,1.6,G343_GPS,liang_2013_eura
104.051,36.987,9.16,-0.04,37.37,-6.56,0.6,0.6,-0.062,0.17,0.17,3.0,G343_GPS,wang_shen_2020_eura
104.05,36.99,9.68,-1.62,37.89,-8.14,1.58,1.02,0.0,3.27,3.27,3.4,w497_GPS,wang_barbot_2023_eura
104.05,36.99,8.5,0.33,36.71,-6.19,1.83,1.83,-0.004,0.22,0.22,3.0,G343_GPS,graham_2021_eura
95.37,36.95,9.3,7.86,37.99,3.72,1.84,1.82,-0.0,0.22,0.22,1.13,G344_GPS,liang_2013_eura
95.367,36.955,7.58,7.77,36.27,3.63,0.4,0.4,-0.006,0.2,0.2,3.0,G344_GPS,wang_shen_2020_eura
95.37,36.95,9.88,5.17,38.57,1.03,2.11,0.87,0.001,1.87,1.87,3.17,w498_GPS,wang_barbot_2023_eura
95.37,36.95,8.94,8.79,37.63,4.65,1.83,1.81,0.0,0.23,0.23,3.0,G344_GPS,graham_2021_eura
105.64,36.83,8.7,-1.83,36.8,-8.77,1.88,1.87,-0.007,-1.65,-1.65,1.7,G345_GPS,liang_2013_eura
105.641,36.828,4.96,-0.02,33.06,-6.96,0.4,0.4,-0.028,0.17,0.17,3.0,G345_GPS,wang_shen_2020_eura
105.64,36.83,3.53,-0.43,31.63,-7.37,1.89,0.95,-0.0,3.57,3.57,3.45,w499_GPS,wang_barbot_2023_eura
105.64,36.83,8.32,-0.56,36.42,-7.5,1.85,1.84,-0.007,0.22,0.22,3.0,G345_GPS,graham_2021_eura
93.62,36.75,4.5,6.68,33.27,3.04,1.82,1.81,0.0,0.56,0.56,1.05,G346_GPS,liang_2013_eura
93.62,36.746,6.48,9.14,35.25,5.5,0.6,0.7,0.009,0.2,0.2,3.0,G346_GPS,wang_shen_2020_eura
93.62,36.75,6.1,8.6,34.87,4.96,1.2,0.93,0.002,1.64,1.64,3.13,w500_GPS,wang_barbot_2023_eura
93.62,36.75,4.12,7.58,32.89,3.94,1.81,1.8,0.0,0.23,0.23,3.0,G346_GPS,graham_2021_eura
91.89,37.04,8.92,10.9,37.74,7.75,1.9,1.87,0.004,0.81,0.81,1.01,G347_GPS,liang_2013_eura
91.89,37.04,8.51,11.76,37.33,8.61,1.89,1.86,0.004,0.24,0.24,3.0,G347_GPS,graham_2021_eura
91.886,37.038,7.29,12.32,36.11,9.17,0.5,0.5,-0.014,0.21,0.21,3.0,G347_GPS,wang_shen_2020_eura
91.89,37.04,8.59,11.29,37.41,8.14,1.01,0.87,0.002,1.16,1.16,3.1,w501_GPS,wang_barbot_2023_eura
106.68,36.57,7.31,-1.68,35.35,-8.89,1.91,1.9,-0.005,-1.81,-1.81,1.76,G348_GPS,liang_2013_eura
106.68,36.57,6.93,-0.36,34.97,-7.57,1.87,1.86,-0.005,0.22,0.22,3.0,G348_GPS,graham_2021_eura
106.678,36.567,3.75,-2.51,31.79,-9.72,0.5,0.5,-0.022,0.16,0.16,3.0,G348_GPS,wang_shen_2020_eura
106.68,36.57,3.56,-2.94,31.6,-10.15,0.97,1.11,-0.002,3.85,3.85,3.48,w502_GPS,wang_barbot_2023_eura
96.45,36.44,5.38,7.24,34.04,2.8,1.83,1.81,-0.002,0.11,0.11,1.16,G349_GPS,liang_2013_eura
96.45,36.44,8.2,7.86,36.86,3.42,2.06,1.31,0.001,2.33,2.33,3.19,w503_GPS,wang_barbot_2023_eura
96.45,36.44,5.04,8.2,33.7,3.76,1.82,1.8,-0.002,0.23,0.23,3.0,G349_GPS,graham_2021_eura
96.448,36.437,8.07,8.98,36.73,4.54,0.5,0.5,-0.009,0.19,0.19,3.0,G349_GPS,wang_shen_2020_eura
99.77,36.25,8.2,3.95,36.69,-1.41,1.79,1.78,-0.002,-0.46,-0.46,1.33,G351_GPS,liang_2013_eura
99.77,36.25,8.89,4.32,37.38,-1.04,1.38,1.09,0.001,3.0,3.0,3.27,w504_GPS,wang_barbot_2023_eura
99.77,36.25,7.88,5.02,36.37,-0.34,1.77,1.76,-0.002,0.22,0.22,3.0,G351_GPS,graham_2021_eura
99.775,36.255,8.97,4.91,37.46,-0.45,0.4,0.4,0.0,0.18,0.18,3.0,G351_GPS,wang_shen_2020_eura
105.37,36.0,10.75,-1.64,38.9,-8.51,1.96,1.94,-0.006,-1.47,-1.47,1.67,G352_GPS,liang_2013_eura
105.37,36.0,7.07,-3.55,35.22,-10.42,2.62,0.83,-0.0,3.97,3.97,3.44,w505_GPS,wang_barbot_2023_eura
105.37,35.996,7.06,-2.32,35.21,-9.19,0.5,0.5,-0.046,0.16,0.16,3.0,G352_GPS,wang_shen_2020_eura
105.37,36.0,10.42,-0.36,38.57,-7.23,1.93,1.91,-0.006,0.22,0.22,3.0,G352_GPS,graham_2021_eura
101.36,35.72,7.68,2.8,36.1,-2.99,1.84,1.82,-0.003,-0.67,-0.67,1.41,G354_GPS,liang_2013_eura
101.361,35.717,8.85,3.33,37.27,-2.46,0.5,0.5,-0.021,0.18,0.18,3.0,G354_GPS,wang_shen_2020_eura
101.36,35.72,8.94,2.64,37.36,-3.15,1.61,1.03,0.001,3.53,3.53,3.32,w506_GPS,wang_barbot_2023_eura
101.36,35.72,7.38,3.92,35.8,-1.87,1.82,1.8,-0.003,0.22,0.22,3.0,G354_GPS,graham_2021_eura
106.34,35.39,8.44,-2.3,36.54,-9.42,1.99,1.97,-0.005,-1.57,-1.57,1.72,G355_GPS,liang_2013_eura
106.34,35.39,8.13,-0.96,36.23,-8.08,1.96,1.94,-0.005,0.21,0.21,3.0,G355_GPS,graham_2021_eura
106.34,35.39,4.1,-3.61,32.2,-10.73,1.34,1.06,-0.002,4.43,4.43,3.48,w507_GPS,wang_barbot_2023_eura
106.343,35.393,5.75,-2.5,33.85,-9.63,0.4,0.4,-0.023,0.16,0.16,3.0,G355_GPS,wang_shen_2020_eura
106.21,35.25,7.64,-1.6,35.75,-8.69,2.0,1.99,-0.004,-1.52,-1.52,1.71,G356_GPS,liang_2013_eura
106.21,35.25,7.33,-0.26,35.44,-7.35,1.97,1.96,-0.004,0.21,0.21,3.0,G356_GPS,graham_2021_eura
106.207,35.247,5.16,-2.71,33.27,-9.8,0.4,0.4,-0.016,0.16,0.16,3.0,G356_GPS,wang_shen_2020_eura
106.21,35.25,4.38,-4.16,32.49,-11.25,1.04,2.08,-0.001,4.48,4.48,3.47,w508_GPS,wang_barbot_2023_eura
105.2,35.22,9.92,-2.76,38.1,-9.58,1.59,1.58,-0.002,-1.32,-1.32,1.64,G357_GPS,liang_2013_eura
105.199,35.215,6.26,-1.62,34.44,-8.44,0.4,0.4,-0.015,0.16,0.16,3.0,G357_GPS,wang_shen_2020_eura
105.2,35.22,9.62,-1.46,37.8,-8.28,1.55,1.54,-0.002,0.21,0.21,3.0,G357_GPS,graham_2021_eura
105.2,35.22,6.6,-2.63,34.78,-9.45,1.42,1.74,-0.0,4.36,4.36,3.44,w509_GPS,wang_barbot_2023_eura
100.81,35.24,11.76,5.51,40.22,-0.13,1.82,1.81,-0.003,-0.49,-0.49,1.37,G358_GPS,liang_2013_eura
100.81,35.24,11.48,6.62,39.94,0.98,1.8,1.79,-0.003,0.22,0.22,3.0,G358_GPS,graham_2021_eura
100.814,35.244,10.35,4.14,38.81,-1.51,0.6,0.6,-0.05,0.18,0.18,3.0,G358_GPS,wang_shen_2020_eura
100.81,35.24,10.8,4.64,39.26,-1.0,1.51,1.53,0.001,3.69,3.69,3.3,w510_GPS,wang_barbot_2023_eura
106.81,35.14,7.44,-7.32,35.51,-14.57,2.0,1.98,-0.005,-1.62,-1.62,1.75,G359_GPS,liang_2013_eura
106.81,35.14,6.3,-7.96,34.37,-15.21,1.99,1.97,-0.0,4.62,4.62,3.49,w511_GPS,wang_barbot_2023_eura
106.81,35.14,7.13,-5.95,35.2,-13.2,1.96,1.94,-0.005,0.21,0.21,3.0,G359_GPS,graham_2021_eura
101.71,35.05,12.56,0.88,40.97,-5.01,1.92,1.9,-0.005,-0.63,-0.63,1.42,G360_GPS,liang_2013_eura
101.707,35.052,9.55,3.44,37.96,-2.45,0.4,0.4,-0.021,0.18,0.18,3.0,G360_GPS,wang_shen_2020_eura
101.71,35.05,9.45,1.69,37.86,-4.2,1.41,0.98,0.0,3.93,3.93,3.33,w512_GPS,wang_barbot_2023_eura
101.71,35.05,12.29,2.03,40.7,-3.86,1.9,1.88,-0.005,0.22,0.22,3.0,G360_GPS,graham_2021_eura
106.56,34.73,10.31,-2.93,38.41,-10.11,1.76,1.74,-0.012,-1.51,-1.51,1.73,G362_GPS,liang_2013_eura
106.56,34.73,4.38,-2.44,32.48,-9.62,1.46,0.71,-0.003,4.8,4.8,3.49,w513_GPS,wang_barbot_2023_eura
106.56,34.73,10.03,-1.55,38.13,-8.73,1.72,1.7,-0.012,0.21,0.21,3.0,G362_GPS,graham_2021_eura
106.56,34.733,5.75,-2.41,33.85,-9.59,0.3,0.3,-0.025,0.16,0.16,3.0,G362_GPS,wang_shen_2020_eura
101.88,34.57,10.73,2.27,39.14,-3.67,1.93,1.9,-0.003,-0.59,-0.59,1.42,G364_GPS,liang_2013_eura
101.88,34.567,9.35,2.55,37.76,-3.39,0.4,0.4,-0.034,0.17,0.17,3.0,G364_GPS,wang_shen_2020_eura
101.88,34.57,8.52,1.41,36.93,-4.53,1.41,1.22,0.0,4.21,4.21,3.34,w514_GPS,wang_barbot_2023_eura
101.88,34.57,10.49,3.44,38.9,-2.5,1.91,1.88,-0.003,0.22,0.22,3.0,G364_GPS,graham_2021_eura
82.49,27.95,7.08,32.84,35.89,32.39,0.55,0.54,0.05,7.71,7.71,1.23,GRHI_GPS,liang_2013_eura
82.491,27.951,8.59,34.56,37.4,34.11,0.3,0.3,0.0,0.22,0.22,3.0,GRHI_GPS,wang_shen_2020_eura
82.491,27.951,8.19,34.22,37.0,33.77,0.54,0.54,0.0,0.22,0.22,3.0,GRHI_GPS,graham_2021_eura
82.491,27.951,8.48,34.04,37.29,33.59,0.55,0.55,-0.0,3.38,3.38,3.1,n240_GPS,wang_barbot_2023_eura
82.4912,27.9508,8.57,34.26,0.0,0.0,0.27,0.3,0.001,-0.71,0.0,0.77,GRHI_GPS,serpelloni_2022_eura
95.76,40.52,1.55,2.56,30.08,-1.69,0.56,0.56,-0.022,-0.47,-0.47,1.32,GSAX_GPS,liang_2013_eura
95.761,40.516,2.59,3.46,31.12,-0.79,0.3,0.3,0.0,0.2,0.2,3.0,GSAX_GPS,wang_shen_2020_eura
95.76,40.52,3.15,2.25,31.68,-2.0,0.23,0.24,0.031,0.12,0.12,3.19,w515_GPS,wang_barbot_2023_eura
95.76,40.52,1.12,3.48,29.65,-0.77,0.5,0.5,-0.027,0.24,0.24,3.0,GSAX_GPS,graham_2021_eura
94.68,40.14,2.14,3.06,30.74,-0.88,0.64,0.64,-0.021,-0.22,-0.22,1.26,GSDH_GPS,liang_2013_eura
94.685,40.144,2.09,3.84,30.69,-0.1,0.3,0.3,0.0,0.2,0.2,3.0,GSDH_GPS,wang_shen_2020_eura
94.68,40.14,2.42,2.9,31.02,-1.04,0.22,0.23,0.03,0.13,0.13,3.17,w516_GPS,wang_barbot_2023_eura
94.68,40.14,1.72,3.97,30.32,0.03,0.59,0.59,-0.024,0.24,0.24,3.0,GSDH_GPS,graham_2021_eura
104.6,35.55,7.81,-1.02,36.03,-7.69,0.68,0.67,-0.043,-1.26,-1.26,1.61,GSDX_GPS,liang_2013_eura
104.605,35.554,8.25,-0.52,36.47,-7.19,0.3,0.3,0.001,0.17,0.17,3.0,GSDX_GPS,wang_shen_2020_eura
104.6,35.55,7.51,0.24,35.73,-6.43,0.59,0.58,-0.052,0.22,0.22,3.0,GSDX_GPS,graham_2021_eura
104.6,35.55,7.98,-2.22,36.2,-8.89,0.35,0.35,-0.019,4.1,4.1,3.42,w517_GPS,wang_barbot_2023_eura
102.89,37.45,6.57,0.48,34.84,-5.73,0.66,0.66,0.021,-1.23,-1.23,1.54,GSGL_GPS,liang_2013_eura
102.89,37.45,6.19,1.63,34.46,-4.58,0.58,0.58,0.029,0.22,0.22,3.0,GSGL_GPS,graham_2021_eura
102.889,37.455,6.16,0.95,34.43,-5.26,0.4,0.5,0.0,0.18,0.18,3.0,GSGL_GPS,wang_shen_2020_eura
102.89,37.45,5.67,-0.79,33.94,-7.0,0.35,0.37,0.0,2.86,2.86,3.36,w518_GPS,wang_barbot_2023_eura
99.81,39.41,2.08,0.59,30.45,-4.78,0.55,0.55,-0.03,-0.98,-0.98,1.44,GSGT_GPS,liang_2013_eura
99.81,39.41,1.67,1.6,30.04,-3.77,0.48,0.48,-0.038,0.23,0.23,3.0,GSGT_GPS,graham_2021_eura
99.81,39.41,2.08,0.59,30.45,-4.78,0.55,0.55,-0.0,1.52,1.52,1.85,JB29_GPS,liang_2013_eura
99.81,39.41,1.7,0.21,30.07,-5.16,0.73,0.73,0.004,1.37,1.37,3.28,b686_GPS,wang_barbot_2023_eura
99.81,39.41,1.87,0.2,30.24,-5.17,0.52,0.53,0.007,1.37,1.37,3.28,w842_GPS,wang_barbot_2023_eura
99.814,39.41,2.48,1.41,30.85,-3.96,0.2,0.2,0.0,0.19,0.19,3.0,GSGT_GPS,wang_shen_2020_eura
99.81,39.41,3.56,0.13,31.93,-5.24,0.29,0.3,0.019,1.37,1.37,3.28,w519_GPS,wang_barbot_2023_eura
105.76,35.53,8.34,-3.57,36.48,-10.54,1.11,1.11,-0.043,-1.48,-1.48,1.68,GSJN_GPS,liang_2013_eura
105.76,35.53,6.03,-3.97,34.17,-10.94,0.37,0.37,-0.022,4.27,4.27,3.46,w520_GPS,wang_barbot_2023_eura
105.76,35.53,8.02,-2.26,36.16,-9.23,1.05,1.05,-0.047,0.21,0.21,3.0,GSJN_GPS,graham_2021_eura
105.76,35.527,6.65,-2.02,34.79,-8.99,0.3,0.4,0.0,0.16,0.16,3.0,GSJN_GPS,wang_shen_2020_eura
104.06,37.18,7.48,-0.97,35.68,-7.49,1.1,1.1,-0.05,-1.4,-1.4,1.61,GSJT_GPS,liang_2013_eura
104.06,37.18,6.25,-1.4,34.45,-7.92,0.34,0.35,-0.005,3.17,3.17,3.4,w521_GPS,wang_barbot_2023_eura
104.06,37.18,7.11,0.23,35.31,-6.29,1.05,1.05,-0.054,0.22,0.22,3.0,GSJT_GPS,graham_2021_eura
104.057,37.181,6.76,0.86,34.96,-5.66,0.3,0.3,0.0,0.17,0.17,3.0,GSJT_GPS,wang_shen_2020_eura
98.22,39.81,4.37,1.02,32.81,-3.91,1.08,1.08,-0.033,-0.77,-0.77,1.38,GSJY_GPS,liang_2013_eura
98.215,39.808,2.98,2.59,31.42,-2.34,0.3,0.3,0.0,0.19,0.19,3.0,GSJY_GPS,wang_shen_2020_eura
98.22,39.81,3.41,1.03,31.85,-3.9,0.25,0.26,0.027,0.9,0.9,3.24,w522_GPS,wang_barbot_2023_eura
98.22,39.81,3.95,1.99,32.39,-2.94,1.05,1.05,-0.035,0.24,0.24,3.0,GSJY_GPS,graham_2021_eura
104.65,35.0,8.09,-2.23,36.32,-8.91,1.1,1.1,-0.035,-1.18,-1.18,1.61,GSLX_GPS,liang_2013_eura
104.646,34.995,7.35,-0.82,35.58,-7.5,0.3,0.3,0.001,0.17,0.17,3.0,GSLX_GPS,wang_shen_2020_eura
104.65,35.0,7.81,-0.96,36.04,-7.64,1.05,1.05,-0.037,0.21,0.21,3.0,GSLX_GPS,graham_2021_eura
104.65,35.0,6.77,-2.49,35.0,-9.17,0.35,0.34,-0.022,4.4,4.4,3.42,w523_GPS,wang_barbot_2023_eura
103.67,36.08,10.33,0.13,38.59,-6.29,1.1,1.1,-0.053,-1.16,-1.16,1.56,GSLZ_GPS,liang_2013_eura
103.67,36.08,10.01,1.34,38.27,-5.08,1.05,1.05,-0.057,0.22,0.22,3.0,GSLZ_GPS,graham_2021_eura
103.671,36.078,8.36,1.36,36.62,-5.06,0.5,0.5,0.0,0.17,0.17,3.0,GSLZ_GPS,wang_shen_2020_eura
103.67,36.08,11.52,-0.29,39.78,-6.71,0.47,0.42,-0.006,3.69,3.69,3.39,w524_GPS,wang_barbot_2023_eura
102.06,34.02,11.31,-0.35,39.71,-6.33,0.75,0.75,-0.034,-0.53,-0.53,1.43,GSMA_GPS,liang_2013_eura
102.06,34.02,11.1,0.83,39.5,-5.15,0.69,0.69,-0.038,0.22,0.22,3.0,GSMA_GPS,graham_2021_eura
102.06,34.02,12.37,-0.28,40.77,-6.26,0.33,0.32,-0.018,4.52,4.52,3.35,w525_GPS,wang_barbot_2023_eura
100.82,38.44,5.67,1.26,34.03,-4.39,1.09,1.09,-0.044,-1.0,-1.0,1.46,GSML_GPS,liang_2013_eura
100.818,38.441,4.57,2.22,32.93,-3.43,0.3,0.3,0.0,0.18,0.18,3.0,GSML_GPS,wang_shen_2020_eura
100.82,38.44,5.27,2.31,33.63,-3.34,1.05,1.05,-0.047,0.23,0.23,3.0,GSML_GPS,graham_2021_eura
100.82,38.44,4.97,0.72,33.33,-4.93,0.28,0.29,0.013,2.03,2.03,3.3,w526_GPS,wang_barbot_2023_eura
103.09,38.63,5.02,-0.9,33.22,-7.16,1.1,1.1,-0.043,-1.45,-1.45,1.59,GSMQ_GPS,liang_2013_eura
103.09,38.63,4.49,-1.46,32.69,-7.72,0.35,0.34,0.008,2.27,2.27,3.37,w527_GPS,wang_barbot_2023_eura
103.088,38.632,4.27,0.85,32.47,-5.41,0.4,0.4,0.0,0.18,0.18,3.0,GSMQ_GPS,wang_shen_2020_eura
103.09,38.63,4.6,0.22,32.8,-6.04,1.05,1.05,-0.047,0.23,0.23,3.0,GSMQ_GPS,graham_2021_eura
104.02,34.43,7.65,-2.02,35.93,-8.53,0.78,0.78,-0.047,-0.98,-0.98,1.56,GSMX_GPS,liang_2013_eura
104.02,34.43,9.07,-1.3,37.35,-7.81,0.53,0.47,-0.011,4.61,4.61,3.4,w528_GPS,wang_barbot_2023_eura
104.02,34.43,7.41,-0.76,35.69,-7.27,0.71,0.71,-0.053,0.21,0.21,3.0,GSMX_GPS,graham_2021_eura
104.023,34.43,9.95,0.07,38.23,-6.44,0.3,0.3,0.001,0.17,0.17,3.0,GSMX_GPS,wang_shen_2020_eura
106.59,35.55,7.75,-3.31,35.83,-10.5,1.11,1.11,-0.05,-1.64,-1.64,1.74,GSPL_GPS,liang_2013_eura
106.59,35.55,7.43,-1.96,35.51,-9.15,1.05,1.05,-0.055,0.21,0.21,3.0,GSPL_GPS,graham_2021_eura
106.59,35.55,6.26,-4.37,34.34,-11.56,0.4,0.39,-0.024,4.37,4.37,3.48,w529_GPS,wang_barbot_2023_eura
106.586,35.548,7.45,-2.2,35.53,-9.39,0.3,0.3,0.001,0.16,0.16,3.0,GSPL_GPS,wang_shen_2020_eura
106.21,34.75,5.81,-3.61,33.93,-10.7,0.78,0.78,-0.045,-1.45,-1.45,1.71,GSQS_GPS,liang_2013_eura
106.21,34.75,4.38,-3.14,32.5,-10.23,0.4,0.38,-0.027,4.75,4.75,3.47,w530_GPS,wang_barbot_2023_eura
106.21,34.75,5.53,-2.25,33.65,-9.34,0.69,0.69,-0.054,0.21,0.21,3.0,GSQS_GPS,graham_2021_eura
106.212,34.746,5.46,-1.21,33.58,-8.3,0.3,0.3,0.001,0.16,0.16,3.0,GSQS_GPS,wang_shen_2020_eura
